SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004852576.1,ENSRNOP00000028707,95.2,88.72,0.0237,0.5274,0.04485
XP_004849999.1,ENSRNOP00000007104,95.73,90.24,0.022,0.4912,0.04481
XP_004853964.1,ENSRNOP00000028814,96.16,89.87,0.0187,0.4164,0.04481
XP_004835078.1,ENSRNOP00000029990,91.22,86.71,0.044,0.9832,0.0448
XP_004835528.1,ENSRNOP00000059526,90.38,86.19,0.0447,0.9987,0.04479
XP_004845831.1,ENSRNOP00000059573,93.03,84.64,0.0359,0.8021,0.04477
XP_004862310.1,ENSRNOP00000013532,92.38,87.86,0.0376,0.8398,0.04477
XP_004850073.1,ENSRNOP00000063505,96.83,91.41,0.0153,0.3429,0.04476
XP_004852049.1,ENSRNOP00000000009,91.16,87.04,0.0418,0.934,0.04476
XP_004866736.1,ENSRNOP00000038327,83.52,77.27,0.1204,2.6893,0.04476
XP_004836106.1,ENSRNOP00000066393,95.71,88.57,0.0243,0.5431,0.04475
XP_004836508.1,ENSRNOP00000005161,91.93,84.56,0.0418,0.935,0.04475
XP_004854606.1,ENSRNOP00000023436,98.61,94.98,0.0078,0.1738,0.04475
XP_004863111.1,ENSRNOP00000019505,94.6,86.98,0.0299,0.6687,0.04475
XP_004845310.1,ENSRNOP00000012424,96.43,90.14,0.0173,0.3874,0.04473
XP_004834687.1,ENSRNOP00000014871,92.28,80.91,0.0517,1.1575,0.0447
XP_004870074.1,ENSRNOP00000064894,96.35,89.88,0.0195,0.4356,0.0447
XP_004856786.1,ENSRNOP00000017391,98.34,94.41,0.009,0.2015,0.04466
XP_004837049.1,ENSRNOP00000006307,93.53,86.33,0.0317,0.7109,0.04464
XP_004857163.1,ENSRNOP00000010010,96.15,90.37,0.0182,0.4089,0.04464
XP_004839987.1,ENSRNOP00000018227,91.7,87.35,0.0398,0.8913,0.04463
XP_004870749.1,ENSRNOP00000052853,92.67,85.91,0.0377,0.8446,0.04463
XP_004860405.1,ENSRNOP00000041576,95.87,87.83,0.0265,0.594,0.04462
XP_004835611.1,ENSRNOP00000009183,94.71,88.67,0.0264,0.593,0.04461
XP_004857303.1,ENSRNOP00000053365,94.35,88.16,0.0297,0.6653,0.04461
XP_004861478.1,ENSRNOP00000009400,96.5,90.97,0.0173,0.3868,0.04461
XP_004862423.1,ENSRNOP00000012597,96.63,90.18,0.0181,0.4048,0.0446
XP_004843750.1,ENSRNOP00000001503,93.71,87.8,0.0306,0.6868,0.04456
XP_004846351.1,ENSRNOP00000012696,96.76,90.74,0.0163,0.3653,0.04456
XP_004856242.1,ENSRNOP00000025500,93,86.23,0.0349,0.7844,0.04454
XP_004859546.1,ENSRNOP00000067392,78.23,75.52,0.1336,2.9989,0.04454
XP_004869529.1,ENSRNOP00000059867,92.11,88.2,0.038,0.8535,0.04454
XP_004852366.1,ENSRNOP00000027233,93.73,87.15,0.0306,0.6863,0.04453
XP_004855166.1,ENSRNOP00000029409,92.05,85.62,0.0392,0.8797,0.04453
XP_004868271.1,ENSRNOP00000022538,97.16,90.84,0.0178,0.4,0.04451
XP_004834808.1,ENSRNOP00000030250,95.58,89.22,0.022,0.4935,0.0445
XP_004874531.1,ENSRNOP00000013370,97.61,92.9,0.0123,0.2767,0.0445
XP_004845175.1,ENSRNOP00000034617,89.45,85.78,0.0482,1.0836,0.04446
XP_004873459.1,ENSRNOP00000004891,90.02,85.85,0.0469,1.0545,0.04445
XP_004834957.1,ENSRNOP00000002327,94.36,87.45,0.029,0.6522,0.04444
XP_004855141.1,ENSRNOP00000064219,97.72,91.72,0.015,0.3382,0.04442
XP_004860913.1,ENSRNOP00000004524,96.8,90.93,0.016,0.3614,0.0444
XP_004860238.1,ENSRNOP00000017884,96.09,89.59,0.0219,0.493,0.04439
XP_004843916.1,ENSRNOP00000001806,88.35,84.47,0.0611,1.3777,0.04437
XP_004865914.1,ENSRNOP00000057873,89.59,83.49,0.0563,1.2691,0.04437
XP_004842236.1,ENSRNOP00000011890,94.25,87.58,0.0282,0.6357,0.04436
XP_004844735.1,ENSRNOP00000011921,93.54,85.77,0.0313,0.7066,0.04436
XP_004856838.1,ENSRNOP00000012534,94.74,90.09,0.0244,0.5512,0.04436
XP_004853646.1,ENSRNOP00000023079,93.87,89.16,0.0296,0.6676,0.04435
XP_004837069.1,ENSRNOP00000064990,81.84,80.56,0.1107,2.4971,0.04434
XP_004863761.1,ENSRNOP00000012407,91.55,85.47,0.0421,0.9487,0.04434
XP_004854461.1,ENSRNOP00000024171,93.6,87.44,0.0304,0.6868,0.04431
XP_004855181.1,ENSRNOP00000024831,98.35,95.68,0.0082,0.1861,0.04428
XP_004860841.1,ENSRNOP00000063074,91.72,88.1,0.0389,0.8794,0.04426
XP_004850660.1,ENSRNOP00000045395,92.35,88.64,0.0369,0.8346,0.04423
XP_004843201.1,ENSRNOP00000019770,94.35,88.4,0.0282,0.6385,0.04422
XP_004836022.1,ENSRNOP00000032046,91.72,85.31,0.0442,1,0.04421
XP_004859819.1,ENSRNOP00000066215,96.5,90.82,0.0173,0.3911,0.0442
XP_004846773.1,ENSRNOP00000045974,92.05,89.39,0.0372,0.8435,0.04415
XP_004845002.1,ENSRNOP00000010316,91.36,85.75,0.0443,1.0043,0.04414
XP_004855173.1,ENSRNOP00000065115,93.7,89.93,0.0278,0.6302,0.04411
XP_004868470.1,ENSRNOP00000027528,93.43,85.97,0.0348,0.7894,0.04411
XP_004870169.1,ENSRNOP00000019737,96.23,90.57,0.0183,0.4157,0.04411
XP_004836174.1,ENSRNOP00000005127,96.01,90.62,0.0187,0.4234,0.04408
XP_004841656.1,ENSRNOP00000060697,79.25,77.04,0.1212,2.7509,0.04408
XP_004851824.1,ENSRNOP00000017562,95.67,89.9,0.0217,0.4917,0.04408
XP_004861939.1,ENSRNOP00000014785,93.61,85.67,0.0341,0.7735,0.04404
XP_004836286.1,ENSRNOP00000030668,94.04,86.1,0.0357,0.811,0.04402
XP_004842805.1,ENSRNOP00000023709,89.73,84.14,0.0525,1.1933,0.04402
XP_004851201.1,ENSRNOP00000067651,69.76,72.85,0.1882,4.276,0.04402
XP_004841228.1,ENSRNOP00000013690,87.32,86.18,0.0577,1.311,0.04401
XP_004874347.1,ENSRNOP00000027693,86.14,83.11,0.0718,1.6331,0.04397
XP_004852021.1,ENSRNOP00000010142,94.43,88.4,0.0281,0.6388,0.04396
XP_004841726.1,ENSRNOP00000046667,97.51,90.93,0.0173,0.3939,0.04395
XP_004843887.1,ENSRNOP00000061697,92.6,85.7,0.0358,0.8154,0.04393
XP_004851605.1,ENSRNOP00000019310,95.36,90.03,0.0211,0.4807,0.04393
XP_004835838.1,ENSRNOP00000002719,94.88,87.14,0.0271,0.6172,0.04392
XP_004853624.1,ENSRNOP00000003684,95.54,89.44,0.0203,0.4618,0.04392
XP_004844273.1,ENSRNOP00000065668,96.91,92.15,0.0143,0.3258,0.04385
XP_004857650.1,ENSRNOP00000004236,95.47,88.49,0.0288,0.6576,0.04381
XP_004861696.1,ENSRNOP00000011155,95.77,88.72,0.0234,0.5331,0.04381
XP_004840390.1,ENSRNOP00000001736,92.51,87.17,0.036,0.8217,0.0438
XP_004841043.1,ENSRNOP00000029177,89.87,83.24,0.0587,1.3403,0.0438
XP_004853868.1,ENSRNOP00000018894,92.58,87.63,0.035,0.7982,0.0438
XP_004857977.1,ENSRNOP00000043263,95.37,88.31,0.0242,0.5517,0.04379
XP_004863142.1,ENSRNOP00000014875,96.33,89.81,0.0194,0.4442,0.04374
XP_004859300.1,ENSRNOP00000052059,90.74,85,0.0459,1.0521,0.04367
XP_004851171.1,ENSRNOP00000017838,94.18,88.01,0.0285,0.6536,0.04364
XP_004858182.1,ENSRNOP00000023202,95.3,89.65,0.0227,0.5197,0.04364
XP_004853702.1,ENSRNOP00000026237,94.56,87.87,0.0278,0.6379,0.04362
XP_004843896.1,ENSRNOP00000001794,95.04,88.06,0.0256,0.5861,0.04361
XP_004868416.1,ENSRNOP00000006122,90.63,82.77,0.0524,1.2018,0.0436
XP_004838564.1,ENSRNOP00000024465,96.16,90.42,0.0189,0.4338,0.04359
XP_004865709.1,ENSRNOP00000064264,89.43,82.79,0.0596,1.3681,0.04355
XP_004845790.1,ENSRNOP00000061847,95.4,88.55,0.024,0.5506,0.04354
XP_004837227.1,ENSRNOP00000010512,94.98,88.74,0.0247,0.5671,0.04351
XP_004851565.1,ENSRNOP00000061783,93.76,88.13,0.0309,0.7091,0.04351
XP_004858623.1,ENSRNOP00000019675,95.7,91.06,0.0189,0.4348,0.04347
XP_004836216.1,ENSRNOP00000021972,90.96,84.14,0.0482,1.1099,0.04346
XP_004852113.1,ENSRNOP00000011035,93.28,87.62,0.0298,0.6859,0.04346
XP_004863638.1,ENSRNOP00000037381,91.98,86.66,0.0392,0.9023,0.04346
XP_004863845.1,ENSRNOP00000018769,87.73,87.93,0.0513,1.1812,0.04346
XP_004836414.1,ENSRNOP00000024707,93.79,84.47,0.0354,0.8155,0.04345
XP_004865838.1,ENSRNOP00000026871,90.63,86.04,0.0444,1.0208,0.04345
XP_004862128.1,ENSRNOP00000008976,96.03,89.07,0.0241,0.5547,0.04344
XP_004838017.1,ENSRNOP00000006279,88.67,84.25,0.0597,1.3747,0.04343
XP_004836425.1,ENSRNOP00000028155,91.51,87.53,0.0383,0.8819,0.04342
XP_004860265.1,ENSRNOP00000061453,95.24,87.89,0.026,0.6003,0.0434
XP_004839729.1,ENSRNOP00000047877,92.74,85.81,0.035,0.8073,0.04339
XP_004851728.1,ENSRNOP00000066223,92.49,87.35,0.036,0.8304,0.04335
XP_004857026.1,ENSRNOP00000053037,93.59,88.46,0.0291,0.6719,0.04334
XP_004838050.1,ENSRNOP00000010361,94.57,89.33,0.0254,0.587,0.04332
XP_004871670.1,ENSRNOP00000011307,94.62,87.56,0.0255,0.5888,0.04329
XP_004865237.1,ENSRNOP00000039416,97.41,90.01,0.0226,0.5232,0.04328
XP_004834439.1,ENSRNOP00000013209,94.38,86.61,0.0285,0.658,0.04327
XP_004845153.1,ENSRNOP00000005258,96.95,91.88,0.0144,0.3321,0.04326
XP_004867635.1,ENSRNOP00000045768,95.92,90.39,0.0222,0.513,0.04326
XP_004846299.1,ENSRNOP00000000703,92.54,87.28,0.0345,0.7987,0.04325
XP_004861898.1,ENSRNOP00000025458,94.08,86.24,0.0305,0.706,0.04325
XP_004866781.1,ENSRNOP00000018913,91.97,83.13,0.0415,0.96,0.04324
XP_004869435.1,ENSRNOP00000030034,94.93,88.27,0.0251,0.581,0.04324
XP_004857777.1,ENSRNOP00000002148,99.12,97.35,0.0041,0.0954,0.04314
XP_004857965.1,ENSRNOP00000000905,95.19,88.77,0.0222,0.5149,0.04314
XP_004840490.1,ENSRNOP00000039762,92.28,85.14,0.0417,0.9678,0.04313
XP_004854373.1,ENSRNOP00000018511,94.65,90.75,0.023,0.5326,0.04313
XP_004869783.1,ENSRNOP00000028626,92.52,84.53,0.0412,0.9559,0.04313
XP_004860923.1,ENSRNOP00000064273,94.54,87.43,0.027,0.6253,0.04312
XP_004844005.1,ENSRNOP00000062763,94.1,87.78,0.0281,0.6521,0.04309
XP_004848826.1,ENSRNOP00000014993,86.73,84.01,0.0808,1.8742,0.04309
XP_004864394.1,ENSRNOP00000051407,95.91,90.13,0.0192,0.4457,0.04309
XP_004860383.1,ENSRNOP00000064986,84.59,78.2,0.0951,2.2083,0.04306
XP_004840660.1,ENSRNOP00000052261,91.89,87.16,0.0357,0.8296,0.04305
XP_004854542.1,ENSRNOP00000051352,97.3,92.55,0.0141,0.3266,0.04303
XP_004838886.1,ENSRNOP00000015687,94.2,87.83,0.0287,0.6681,0.043
XP_004858739.1,ENSRNOP00000005147,97.17,92.45,0.0132,0.3061,0.043
XP_004857515.1,ENSRNOP00000013071,95.2,86.93,0.0263,0.6116,0.04296
XP_004862465.1,ENSRNOP00000066499,92.42,84.85,0.0354,0.8248,0.04295
XP_004866882.1,ENSRNOP00000026797,89.47,84.18,0.0577,1.3427,0.04295
XP_004848427.1,ENSRNOP00000014798,95.41,89.6,0.0225,0.5238,0.04293
XP_004852224.1,ENSRNOP00000028329,91.06,85.49,0.0472,1.1003,0.04293
XP_004837445.1,ENSRNOP00000010954,98.13,95,0.0086,0.1994,0.04292
XP_004850093.1,ENSRNOP00000005042,95,88.73,0.0241,0.5609,0.04292
XP_004870636.1,ENSRNOP00000044134,95.07,86.87,0.0268,0.6252,0.04292
XP_004839076.1,ENSRNOP00000020155,94.52,87.67,0.0273,0.6354,0.0429
XP_004845793.1,ENSRNOP00000047905,93.03,84.09,0.0399,0.9292,0.0429
XP_004836581.1,ENSRNOP00000037598,96.13,90.06,0.019,0.4426,0.04289
XP_004850050.1,ENSRNOP00000003984,97.71,93.89,0.0104,0.2436,0.04288
XP_004836971.1,ENSRNOP00000010676,94.26,87.25,0.0274,0.6381,0.04287
XP_004839656.1,ENSRNOP00000008106,95.63,90.45,0.0211,0.493,0.04287
XP_004834749.1,ENSRNOP00000002403,94.55,88.01,0.0256,0.5969,0.04283
XP_004872690.1,ENSRNOP00000048013,96.69,90.45,0.0169,0.3947,0.04283
XP_004856345.1,ENSRNOP00000015692,93.68,86.37,0.0391,0.9137,0.04281
XP_004875007.1,ENSRNOP00000063309,90.45,83.23,0.0481,1.1249,0.04278
XP_004834329.1,ENSRNOP00000011203,95.95,87.39,0.026,0.6075,0.04276
XP_004866539.1,ENSRNOP00000045456,88.37,84.4,0.0573,1.341,0.04276
XP_004845423.1,ENSRNOP00000006034,95.27,89.35,0.023,0.5378,0.04271
XP_004850259.1,ENSRNOP00000031943,97.32,93.3,0.0126,0.296,0.04271
XP_004854566.1,ENSRNOP00000026706,94.61,84.51,0.0356,0.833,0.0427
XP_004875078.1,ENSRNOP00000053114,86.59,83.9,0.0691,1.6195,0.04268
XP_004857192.1,ENSRNOP00000005100,95.94,90.24,0.0212,0.4974,0.04265
XP_004835759.1,ENSRNOP00000056418,97.04,92.31,0.0138,0.3248,0.04264
XP_004839466.1,ENSRNOP00000021570,92.91,91.41,0.0321,0.7524,0.04262
XP_004865758.1,ENSRNOP00000065227,90.54,84.02,0.0525,1.2323,0.04258
XP_004871917.1,ENSRNOP00000037772,96.19,89.25,0.0203,0.4771,0.04258
XP_004844088.1,ENSRNOP00000053513,90.63,82.52,0.0465,1.0917,0.04255
XP_004862976.1,ENSRNOP00000009979,92.72,86.46,0.0337,0.7928,0.04253
XP_004860885.1,ENSRNOP00000004007,95.12,88.25,0.0247,0.5813,0.04252
XP_004864752.1,ENSRNOP00000005220,96.7,90.72,0.0178,0.418,0.0425
XP_004838770.1,ENSRNOP00000029334,95.1,88.17,0.0255,0.6002,0.04249
XP_004851202.1,ENSRNOP00000047323,98.42,94.33,0.0105,0.2463,0.04248
XP_004872684.1,ENSRNOP00000061412,98.46,93.59,0.0107,0.2511,0.04247
XP_004842756.1,ENSRNOP00000025784,91.3,87.68,0.0417,0.9824,0.04245
XP_004842987.1,ENSRNOP00000019408,95.46,88.34,0.0225,0.5311,0.04245
XP_004861998.1,ENSRNOP00000055055,93.91,87.35,0.0319,0.7506,0.04243
XP_004848754.1,ENSRNOP00000063511,94.6,87.85,0.0273,0.6439,0.04241
XP_004854240.1,ENSRNOP00000010185,93.62,88.48,0.0293,0.6918,0.04236
XP_004866130.1,ENSRNOP00000027634,80.22,79.49,0.1111,2.6228,0.04236
XP_004870320.1,ENSRNOP00000004699,96.78,89.59,0.0216,0.5101,0.04236
XP_004852452.1,ENSRNOP00000016987,93.18,87.12,0.0317,0.7495,0.04235
XP_004851495.1,ENSRNOP00000021671,96.17,88,0.0253,0.598,0.04234
XP_004853589.1,ENSRNOP00000005715,94.61,86.67,0.0269,0.6368,0.0423
XP_004865108.1,ENSRNOP00000017720,96.03,89.43,0.019,0.4486,0.0423
XP_004845400.1,ENSRNOP00000039102,92.02,85.99,0.0403,0.9533,0.04228
XP_004852571.1,ENSRNOP00000028695,92.8,86.4,0.0359,0.8493,0.04227
XP_004869255.1,ENSRNOP00000034074,88.24,83.66,0.0621,1.4688,0.04227
XP_004851963.1,ENSRNOP00000059324,91.08,85.96,0.0425,1.0052,0.04224
XP_004836723.1,ENSRNOP00000014464,92.55,86.24,0.0386,0.9146,0.04222
XP_004838613.1,ENSRNOP00000020940,95.96,88.31,0.0215,0.5098,0.04222
XP_004839352.1,ENSRNOP00000035203,95.22,86.27,0.0266,0.6294,0.04221
XP_004838885.1,ENSRNOP00000027375,93.89,88.15,0.0272,0.6435,0.0422
XP_004836467.1,ENSRNOP00000020554,88.18,83.17,0.0717,1.7,0.04219
XP_004837992.1,ENSRNOP00000048877,95.59,88.58,0.0226,0.5364,0.04219
XP_004862650.1,ENSRNOP00000015177,97.17,92.19,0.0134,0.3169,0.04219
XP_004841154.1,ENSRNOP00000020168,90.3,84.5,0.0448,1.0636,0.04217
XP_004869431.1,ENSRNOP00000026685,96.11,89.49,0.0213,0.5057,0.04215
XP_004870666.1,ENSRNOP00000038394,96.46,89.68,0.0194,0.4606,0.04213
XP_004847958.1,ENSRNOP00000026373,97.18,92.47,0.0162,0.3844,0.04212
XP_004857656.1,ENSRNOP00000007197,94.35,87.01,0.0279,0.6627,0.04212
XP_004866074.1,ENSRNOP00000012317,92.65,86.9,0.0355,0.8425,0.04212
XP_004847156.1,ENSRNOP00000045697,90.94,85.28,0.0416,0.9889,0.04209
XP_004849187.1,ENSRNOP00000010786,89.92,85.2,0.0487,1.1584,0.04204
XP_004842840.1,ENSRNOP00000019443,89.47,84.65,0.0491,1.1694,0.042
XP_004862993.1,ENSRNOP00000043825,94.6,85.76,0.0311,0.7407,0.04199
XP_004854692.1,ENSRNOP00000066373,95.85,89.73,0.0209,0.4983,0.04197
XP_004840142.1,ENSRNOP00000001961,91.3,86.18,0.0427,1.018,0.04196
XP_004840465.1,ENSRNOP00000001466,93.94,87.01,0.0302,0.7209,0.04196
XP_004842491.1,ENSRNOP00000001559,91.3,85.82,0.0424,1.0093,0.04196
XP_004851477.1,ENSRNOP00000024561,96.96,92.17,0.0141,0.3371,0.04196
XP_004872239.1,ENSRNOP00000014573,94.6,87.62,0.0268,0.6398,0.04196
XP_004868440.1,ENSRNOP00000026581,95.69,88.52,0.021,0.5,0.04195
XP_004853254.1,ENSRNOP00000022351,92.01,85.8,0.0395,0.9426,0.04194
XP_004864655.1,ENSRNOP00000049462,95.58,89.96,0.0204,0.4871,0.04191
XP_004834809.1,ENSRNOP00000002356,93.37,89.63,0.032,0.7639,0.0419
XP_004858505.1,ENSRNOP00000003715,95.05,88.14,0.0252,0.6006,0.04189
XP_004858231.1,ENSRNOP00000018364,92.96,88.67,0.0331,0.7907,0.04187
XP_004836480.1,ENSRNOP00000004339,94.27,86.62,0.0293,0.6994,0.04183
XP_004842513.1,ENSRNOP00000002206,88.68,83.04,0.0559,1.337,0.04182
XP_004841885.1,ENSRNOP00000026949,98.11,95.03,0.0093,0.2224,0.04181
XP_004843884.1,ENSRNOP00000024347,96.64,89.16,0.0207,0.4941,0.04181
XP_004845436.1,ENSRNOP00000029944,90.86,83.67,0.0494,1.1812,0.04178
XP_004849260.1,ENSRNOP00000041336,92.35,85.68,0.0428,1.0246,0.04176
XP_004841480.1,ENSRNOP00000066049,94.8,89.47,0.0246,0.5907,0.04172
XP_004866885.1,ENSRNOP00000026862,91.03,83.63,0.0515,1.2353,0.04172
XP_004839391.1,ENSRNOP00000043297,96.2,87.76,0.0245,0.5871,0.04168
XP_004860047.1,ENSRNOP00000008962,91.35,85.4,0.045,1.0797,0.04168
XP_004874823.1,ENSRNOP00000010955,94.9,88.44,0.0232,0.5563,0.04166
XP_004847821.1,ENSRNOP00000056879,90.08,85.67,0.0489,1.1738,0.04164
XP_004835315.1,ENSRNOP00000007724,89.43,85.91,0.0555,1.3337,0.0416
XP_004848724.1,ENSRNOP00000050633,95.33,88.22,0.0227,0.5455,0.0416
XP_004845580.1,ENSRNOP00000026205,94.6,89.75,0.026,0.6242,0.04159
XP_004864255.1,ENSRNOP00000049168,96.22,90.49,0.0189,0.4536,0.04159
XP_004848773.1,ENSRNOP00000058016,94.17,90.35,0.0248,0.5966,0.04156
XP_004874769.1,ENSRNOP00000055129,90.64,86.37,0.0526,1.2658,0.04156
XP_004842429.1,ENSRNOP00000047414,94.29,87.47,0.03,0.7214,0.04155
XP_004845932.1,ENSRNOP00000007889,95.35,88.94,0.023,0.5531,0.04154
XP_004851090.1,ENSRNOP00000020524,95.3,88.21,0.0248,0.5962,0.04154
XP_004846906.1,ENSRNOP00000056940,95.98,88.54,0.0206,0.4955,0.04152
XP_004873070.1,ENSRNOP00000027831,95.51,88.3,0.0228,0.5496,0.04152
XP_004851161.1,ENSRNOP00000038764,98.29,95.81,0.0076,0.1821,0.0415
XP_004856656.1,ENSRNOP00000048442,96.05,89.79,0.0204,0.4914,0.0415
XP_004860806.1,ENSRNOP00000013573,96.1,89.7,0.0187,0.4497,0.04149
XP_004843596.1,ENSRNOP00000001764,94.81,86.94,0.0265,0.6392,0.04146
XP_004849716.1,ENSRNOP00000002793,96.02,89.46,0.0198,0.4778,0.04146
XP_004860396.1,ENSRNOP00000008951,91.17,85.49,0.044,1.0607,0.04146
XP_004865394.1,ENSRNOP00000001290,91.55,86.61,0.0401,0.9691,0.04143
XP_004839030.1,ENSRNOP00000051630,94.95,87.28,0.0258,0.6232,0.0414
XP_004850177.1,ENSRNOP00000010846,96.45,90.1,0.0175,0.4228,0.0414
XP_004866019.1,ENSRNOP00000021709,90.91,85.65,0.0437,1.055,0.0414
XP_004873652.1,ENSRNOP00000003092,93.61,86.56,0.0327,0.7913,0.04138
XP_004836979.1,ENSRNOP00000010610,86.36,81.28,0.0757,1.8291,0.04137
XP_004849869.1,ENSRNOP00000003248,95.07,88.49,0.0235,0.5678,0.04136
XP_004847115.1,ENSRNOP00000001102,94.06,87.02,0.0315,0.7623,0.04132
XP_004856183.1,ENSRNOP00000035589,95.45,87.97,0.024,0.5823,0.0413
XP_004837949.1,ENSRNOP00000011219,96.67,91.1,0.0156,0.3773,0.04123
XP_004848505.1,ENSRNOP00000015452,94.54,86.82,0.0277,0.6709,0.04123
XP_004836582.1,ENSRNOP00000003486,93.9,87.48,0.0303,0.7344,0.04122
XP_004843506.1,ENSRNOP00000006116,95.75,90.58,0.0193,0.4682,0.04122
XP_004836103.1,ENSRNOP00000003280,94.78,88.59,0.0242,0.5882,0.04119
XP_004839774.1,ENSRNOP00000016909,93.84,88.09,0.0293,0.7111,0.04119
XP_004857734.1,ENSRNOP00000002076,94.51,90.45,0.0247,0.5989,0.04119
XP_004864291.1,ENSRNOP00000061198,94.96,87.3,0.0268,0.6518,0.04118
XP_004835351.1,ENSRNOP00000033456,95.95,90,0.0208,0.5053,0.04116
XP_004865900.1,ENSRNOP00000027951,87.21,82.72,0.0627,1.5243,0.04116
XP_004873393.1,ENSRNOP00000026210,87.67,82.32,0.0643,1.5622,0.04116
XP_004835573.1,ENSRNOP00000012957,96.08,89.95,0.0202,0.4915,0.04115
XP_004858121.1,ENSRNOP00000012939,89.77,84.47,0.0516,1.2543,0.04114
XP_004862674.1,ENSRNOP00000048134,93.48,86.96,0.0359,0.8731,0.04114
XP_004856421.1,ENSRNOP00000010989,97.17,91.87,0.0161,0.391,0.04113
XP_004845130.1,ENSRNOP00000036388,89.34,83.27,0.0565,1.3753,0.04107
XP_004850975.1,ENSRNOP00000018049,95.86,88.3,0.0213,0.5188,0.04107
XP_004852348.1,ENSRNOP00000026605,97.76,92.9,0.0118,0.2867,0.04107
XP_004840838.1,ENSRNOP00000028888,95.05,88.36,0.0251,0.6111,0.04106
XP_004851485.1,ENSRNOP00000058846,95.5,89.42,0.0218,0.5314,0.04106
XP_004852871.1,ENSRNOP00000016032,92.34,86.09,0.0398,0.9685,0.04104
XP_004865250.1,ENSRNOP00000005090,96.12,89.05,0.0199,0.4849,0.04104
XP_004851630.1,ENSRNOP00000006349,94.52,86.47,0.0285,0.6948,0.04101
XP_004846664.1,ENSRNOP00000018351,50,61.26,0.4196,10.2342,0.041
XP_004872223.1,ENSRNOP00000061494,96.25,91.65,0.0169,0.4123,0.04099
XP_004848317.1,ENSRNOP00000015800,88.19,84.58,0.0556,1.3559,0.04098
XP_004834814.1,ENSRNOP00000064155,81.53,80.02,0.0935,2.2829,0.04097
XP_004849707.1,ENSRNOP00000002736,96.16,92.14,0.0165,0.4031,0.04097
XP_004847454.1,ENSRNOP00000066413,92.95,87.92,0.0352,0.8591,0.04095
XP_004849988.1,ENSRNOP00000011675,94.86,85.87,0.0281,0.6852,0.04094
XP_004855790.1,ENSRNOP00000021066,95.74,89.61,0.021,0.5138,0.04092
XP_004849000.1,ENSRNOP00000006186,89.56,85.23,0.0506,1.2375,0.0409
XP_004864692.1,ENSRNOP00000023439,93.7,84.66,0.038,0.9292,0.0409
XP_004839806.1,ENSRNOP00000006978,93.5,85.12,0.0363,0.8883,0.04089
XP_004854397.1,ENSRNOP00000028520,96.49,90.24,0.0182,0.4448,0.04088
XP_004857039.1,ENSRNOP00000013639,93.23,87.94,0.0317,0.7757,0.04084
XP_004862163.1,ENSRNOP00000000041,94.86,88.76,0.0256,0.6275,0.04083
XP_004840307.1,ENSRNOP00000019272,95.04,89.6,0.0236,0.5771,0.04082
XP_004866314.1,ENSRNOP00000019507,90.2,82.72,0.0512,1.2538,0.04082
XP_004841319.1,ENSRNOP00000053082,95.61,90.2,0.0198,0.4865,0.04076
XP_004873303.1,ENSRNOP00000022650,83.15,79.9,0.09,2.2088,0.04075
XP_004856393.1,ENSRNOP00000038586,96.59,90.33,0.0163,0.3999,0.04074
XP_004846194.1,ENSRNOP00000016948,89.6,81.31,0.0554,1.3605,0.04073
XP_004866707.1,ENSRNOP00000022977,91.71,83.72,0.0442,1.0851,0.04071
XP_004864250.1,ENSRNOP00000016302,97.02,91.52,0.0143,0.3504,0.04069
XP_004834221.1,ENSRNOP00000018994,95.15,88.34,0.024,0.5901,0.04068
XP_004847815.1,ENSRNOP00000022902,94.54,87.92,0.026,0.6399,0.04065
XP_004835042.1,ENSRNOP00000052988,92.16,87.11,0.0364,0.8965,0.04064
XP_004842628.1,ENSRNOP00000002169,95.32,88.82,0.0227,0.5597,0.04063
XP_004867081.1,ENSRNOP00000028656,92.02,88.34,0.0378,0.9306,0.0406
XP_004857876.1,ENSRNOP00000035501,91.89,85.13,0.0405,0.9997,0.04052
XP_004862168.1,ENSRNOP00000000036,92.35,88.62,0.0331,0.8164,0.04052
XP_004842077.1,ENSRNOP00000015720,97.73,91.1,0.0166,0.4107,0.04049
XP_004850579.1,ENSRNOP00000030008,93.72,85.54,0.0323,0.7972,0.04049
XP_004858885.1,ENSRNOP00000028544,93.29,87.43,0.0311,0.7668,0.04049
XP_004862836.1,ENSRNOP00000003630,95.99,89.45,0.02,0.493,0.04047
XP_004841393.1,ENSRNOP00000016872,95.79,88.39,0.0233,0.5769,0.04043
XP_004864998.1,ENSRNOP00000009452,96.98,91.28,0.0151,0.3746,0.04043
XP_004864928.1,ENSRNOP00000003514,94.56,86.39,0.0287,0.7104,0.04042
XP_004872029.1,ENSRNOP00000011994,95.23,87.79,0.0245,0.6067,0.04042
XP_004844065.1,ENSRNOP00000053633,91.55,84.17,0.0417,1.0338,0.04037
XP_004847343.1,ENSRNOP00000024012,93.4,87.29,0.03,0.7448,0.04033
XP_004870650.1,ENSRNOP00000007312,95.54,90.51,0.0204,0.5067,0.04033
XP_004840978.1,ENSRNOP00000006991,90.87,83.59,0.0447,1.1097,0.04031
XP_004859635.1,ENSRNOP00000066800,84.85,80.13,0.0745,1.8486,0.04031
